userId,movieId,rating,timestamp
548,2006,3.0,1312000631
557,2923,4.0,1018135952
557,3719,3.0,1018133167
557,6331,4.5,1066173991
559,3751,3.0,1499539849
567,1884,5.0,1490189821
567,7173,1.0,1490189819
592,912,4.0,975343251
600,2700,3.5,1159848727
611,1449,5.0,975456175
624,1104,5.0,847486802
629,1,5.0,1459547399
674,109374,4.5,1475806677
682,5685,3.0,1070836156
702,117851,3.5,1447356320
708,1527,4.5,1162160641
716,1681,2.0,1183833133
719,88125,4.0,1311018878
728,380,4.0,976225269
732,296,3.5,1185608034
736,112290,3.5,1494434691
740,2581,5.0,1155536791
741,2193,4.0,1249002149
741,2392,1.5,1465698386
741,7020,4.0,1496478136
741,60179,4.0,1323869831
741,70032,4.0,1320090230
745,7438,2.0,1491352911
755,2858,4.5,1259445591
755,6265,3.5,1259446191
761,44195,4.5,1486513295
761,114935,4.0,1486513532
772,6,3.0,1039794647
773,778,4.0,940163597
776,1213,4.5,1321850460
776,48516,5.0,1321850649
798,1962,5.0,951386704
799,2541,2.0,1041877923
803,45722,2.0,1185249722
834,1206,3.5,1483938994
835,1228,5.0,1039395869
835,5075,4.0,1039399488
836,457,4.0,1266457082
836,3863,3.0,1266466664
836,58103,3.5,1266774810
836,81788,4.0,1361958876
836,119145,3.5,1438143294
849,540,3.0,838834896
850,1610,3.0,1006656120
851,372,4.0,834076676
860,2006,2.0,1272589766
860,8970,4.5,1275461741
871,1394,4.0,977433546
878,70293,3.5,1251539875
878,73017,4.0,1265086413
887,4410,2.0,1058467629
896,1358,4.0,978481431
898,1617,5.0,945475967
900,25,4.0,858286945
904,1196,5.0,1029087681
908,592,3.0,1336190589
916,110,4.0,832670075
918,2000,4.0,953412186
924,60408,3.5,1449879245
924,112290,3.0,1449952220
924,118696,4.0,1449446053
924,148695,2.5,1450029211
930,68205,4.0,1287700522
931,1270,3.5,1173169301
931,2716,4.5,1173171759
931,3253,3.0,1173172040
934,1101,1.5,1111543308
937,592,3.0,1085636230
950,2959,5.0,1391461353
952,589,5.0,1043003784
956,27266,4.5,1284242003
965,34150,1.5,1447000176
971,23,4.0,1146257209
971,4533,3.0,1146905592
971,4720,4.0,1146256429
978,4993,3.5,1167846594
988,3257,3.0,1079981971
992,353,5.0,832356516
1015,86,2.5,1309205599
1025,1198,4.5,1433113503
1031,318,5.0,1458328287
1040,73266,4.0,1452446509
1048,1213,5.0,1473264312
1051,745,5.0,1156362727
1053,1653,4.0,1170366731
1053,4446,3.5,1196127334
1053,26285,4.0,1171324607
1057,4718,3.0,1388464422
1066,204,5.0,860543729
1070,747,3.0,831095626
1074,223,5.0,847956660
1092,527,4.0,974606975
1100,6156,4.0,1463105440
1104,6539,5.0,1494594113
1104,51540,3.0,1494861467
1104,95377,3.0,1495007585
1104,112006,3.5,1500472382
1113,2028,4.0,1479857599
1113,48780,5.0,1479857129
1117,339,3.0,1324061560
1117,8464,3.0,1324066404
1126,235,3.5,1498105667
1126,3365,3.0,1498099044
1132,912,4.0,1165311955
1134,1222,5.0,1456723578
1136,1207,5.0,1127910397
1136,80553,3.5,1294250090
1138,3152,5.0,947093989
1145,3707,2.5,1287943172
1148,543,5.0,841305151
1149,1419,3.0,957321864
1150,56367,4.5,1465308395
1150,96829,5.0,1468860479
1155,1552,2.0,1327387483
1156,6934,4.0,1450031016
1160,1641,4.0,1064178537
1160,5218,4.5,1064001602
1170,8360,5.0,1191782871
1178,7161,3.0,1304926411
1179,942,3.0,850466081
1182,119145,4.0,1475534747
1207,2294,3.0,1199519273
1207,3911,4.5,1193542757
1209,134130,5.0,1446223040
1213,1210,4.5,1089413229
1214,534,3.0,838875287
1227,6333,3.5,1125655740
1240,2428,3.5,1169214843
1243,27821,4.5,1480118037
1243,151639,5.0,1464824466
1244,1580,4.0,1277332293
1245,160,4.0,1085785561
1247,260,5.0,1009835598
1247,1347,4.0,1009835964
1250,1569,1.5,1223301939
1250,30707,3.5,1223264037
1253,3821,4.0,992892696
1258,597,3.0,1042874133
1263,150,4.0,1354847734
1267,160,3.0,917365323
1267,673,1.0,917365261
1282,91485,3.0,1490111327
1288,48780,4.0,1219434099
1297,3510,4.0,1232052860
1299,1047,4.0,999708378
1316,5989,4.0,1188464903
1345,5291,4.5,1372894967
1355,3791,3.5,1172728617
1370,556,3.5,1102514703
1379,379,2.5,1212030201
1380,56949,2.5,1337897844
1380,79695,2.5,1334909063
1380,115680,3.5,1458657047
1392,1206,4.0,981138858
1399,1240,4.5,1249593525
1399,1968,3.5,1249593848
1411,3020,4.0,1244059937
1424,2827,3.0,991841167
1425,136018,3.5,1456090626
1428,3317,4.0,952918726
1466,152163,3.5,1497951779
1475,162592,4.0,1488304660
1477,780,4.0,978417556
1477,2046,4.0,978416845
1478,577,3.0,851985220
1478,1025,3.0,851985120
1484,256,2.0,1225247587
1484,2273,2.0,1225247670
1484,5816,3.0,1225237444
1484,6879,3.5,1225256061
1484,56775,4.0,1225258228
1499,1527,4.0,1234745853
1501,5952,3.0,1047002814
1504,88810,2.5,1361646299
1517,104211,4.5,1477799178
1519,2706,3.5,1291460867
1519,7099,5.0,1291461231
1519,26614,4.0,1299832271
1524,31410,4.0,1439758147
1540,2000,4.5,1185548120
1542,1921,5.0,1467596055
1542,2571,5.0,1467595776
1558,5630,3.0,1164938886
1572,113573,4.0,1471164463
1579,356,4.0,939080578
1586,5989,3.0,1496400660
1599,2937,5.0,1251075517
1602,337,2.0,1010197483
1607,106489,4.5,1493457760
1608,125,3.0,945199635
1627,5218,4.0,1138325322
1627,44199,4.0,1160863837
1631,4235,4.0,1037920295
1636,296,5.0,1160159225
1636,4034,2.5,1160159272
1641,4571,4.0,1172690170
1651,26471,5.0,1466899989
1652,3114,4.0,1142388127
1652,5952,3.5,1142388838
1658,596,4.0,1193535332
1659,593,4.0,1160332681
1665,216,3.0,991853013
1670,1932,4.0,1027279079
1672,589,4.0,1173121432
1675,2085,3.0,1495219359
1675,6537,2.5,1495213552
1699,3066,5.0,944910074
1705,1101,3.0,1089151909
1709,7438,4.0,1499106495
1712,805,4.0,1189382082
1716,58105,4.5,1209656297
1726,87869,3.5,1479016570
1727,799,2.5,1269275081
1729,1125,5.0,1243605719
1738,1291,4.0,1054479997
1738,4306,4.0,1054479790
1742,17,3.0,835060409
1744,4019,3.0,995049613
1757,2085,3.0,942048841
1757,3189,3.0,966643957
1762,37729,3.5,1138839274
1778,1148,5.0,1012909229
1778,5147,5.0,1013353673
1785,33794,5.0,1301264632
1785,50798,0.5,1279707164
1787,7299,4.5,1177253703
1788,1199,3.5,1226418118
1788,4718,3.5,1226418179
1796,30707,5.0,1144560297
1802,3869,2.0,1182626280
1804,592,3.5,1247667946
1810,2366,4.0,1397558238
1815,1089,4.0,1006462366
1824,1136,5.0,956584747
1829,3265,5.0,1193500700
1832,1732,4.5,1105844160
1832,6333,4.0,1105853089
1843,1220,4.5,1302969974
1845,344,5.0,828697086
1846,71745,4.0,1485376316
1846,97921,4.0,1485279719
1859,3114,4.0,1492670539
1859,38061,4.0,1491343533
1869,1228,4.0,1284953706
1873,1304,4.0,963006665
1903,3604,3.5,1107281169
1903,5299,4.0,1107290154
1932,4489,3.0,1186378494
1932,34323,2.5,1185432544
1933,337,3.5,1268906890
1933,51662,5.0,1268907671
1935,3354,3.0,1297820896
1944,848,2.5,1141403933
1944,6155,2.5,1145715040
1944,40278,4.0,1146579201
1953,272,3.0,849958426
1961,227,4.0,865860249
1982,356,3.5,1446419950
1994,5569,4.5,1124603490
1994,6214,4.5,1124602662
2003,3104,4.5,1113685964
2021,3578,3.0,1105153646
2022,25788,3.0,1346187038
2022,85788,2.0,1345990817
2023,3360,3.0,1298824151
2035,780,3.0,849032886
2036,648,4.0,968713301
2043,1307,4.0,1240549367
2046,588,3.0,857407562
2054,5870,4.0,1039187957
2060,1485,0.5,1191462912
2060,3948,2.0,1191462725
2060,43560,3.0,1413943766
2060,94833,2.5,1413943436
2062,3,2.0,1141018580
2087,49272,5.0,1340454324
2090,5168,4.0,1014780306
2103,1956,5.0,945869495
2132,912,5.0,974691941
2139,1271,4.0,855844975
2148,87232,2.0,1496348189
2151,2505,4.0,1187889646
2162,1945,4.5,1349059498
2162,5066,5.0,1349061700
2173,1240,4.0,1073211429
2173,1250,4.5,1073189214
2175,3948,3.0,1457151768
2176,1961,4.0,955065302
2220,34,4.0,1196805917
2220,4993,4.5,1217979115
2221,2836,4.0,940618154
2226,743,0.5,1260041678
2237,4990,2.5,1067293830
2248,3396,3.0,1233247276
2254,778,5.0,1466415494
2263,1193,4.0,1091048384
2263,1270,4.0,1091048290
2289,376,4.0,976208504
2291,736,2.5,1182990140
2291,48385,4.0,1182990152
2299,117529,4.0,1488353283
2306,3175,4.5,1435839919
2306,3257,2.5,1435840497
2306,8908,3.5,1435829824
2313,454,4.0,1285895814
2313,4326,4.0,1286717016
2313,4499,4.0,1286716816
2327,2716,4.0,1378238000
2329,364,4.0,832942590
2330,500,4.0,864739403
2350,2990,5.0,1028497753
2350,6807,3.5,1117417649
2360,74458,4.0,1357068651
2361,25,5.0,831735879
2363,186,2.5,1163067868
2372,1258,2.0,1107061851
2375,1441,3.5,1116267760
2375,8937,2.5,1116263706
2380,296,4.0,1459547845
2380,122886,4.5,1459547719
2383,1278,5.0,956414246
2384,2412,2.0,1021066914
2384,4361,4.0,1029994244
2384,5538,3.0,1029993903
2386,1721,4.0,1375820846
2391,6287,3.0,1478919902
2391,50872,3.5,1478919148
2406,3099,3.0,960938209
2421,6539,4.0,1202481519
2422,104374,5.0,1456412084
2427,45499,4.0,1219064108
2428,260,5.0,1407292616
2428,2012,3.0,1407293743
2447,4033,4.5,1077896531
2449,2571,5.0,1274916267
2463,8340,2.5,1111349901
2467,1193,4.0,954819029
2467,2598,4.0,961383427
2468,4886,2.0,1473640035
2471,7143,5.0,1298718085
2477,4488,2.5,1127628047
2477,7360,3.5,1127779645
2488,4973,5.0,1078600048
2489,150,0.5,1486157397
2489,1682,4.0,1486155588
2489,4014,0.5,1486157507
2490,1019,4.0,1098113313
2490,3566,3.0,1100918347
2491,778,4.0,1159229312
2491,7361,3.5,1159228016
2496,145,2.0,837593937
2497,2997,4.0,975431508
2505,1175,3.0,1449940421
2509,74,2.5,1289944186
2513,2467,4.0,953772745
2520,7980,4.0,1462305212
2520,26055,4.5,1462455330
2523,597,3.0,1340639455
2523,1258,5.0,1340639270
2523,1380,3.0,1340639923
2523,2085,4.0,1340626975
2527,2,2.0,1109866620
2528,1262,5.0,1361126332
2531,8154,4.0,1087461980
2531,39435,2.0,1231584875
2535,588,3.0,845632027
2537,948,3.0,851155834
2537,1203,4.0,851154182
2538,480,4.0,848983677
2545,616,1.0,869641156
2546,76093,3.0,1344075206
2547,1884,4.5,1107905170
2547,2340,3.5,1070779523
2547,3623,2.5,1108688525
2547,55278,3.0,1345799591
2547,57526,3.0,1295885155
2548,2003,0.5,1463259488
2554,1050,2.0,883448527
2554,1061,2.0,883448805
2555,1732,5.0,1211723706
2555,97752,2.5,1371922971
2555,144050,2.5,1449514143
2581,33004,3.5,1490901621
2588,59725,0.5,1454442093
2589,4027,4.0,1072907863
2599,3949,4.0,1493817485
2599,91500,2.5,1493817726
2602,2146,4.0,971808907
2639,26359,2.5,1287415650
2641,70,3.5,1162049963
2642,4234,1.0,1184353962
2642,6264,2.0,1103231972
2649,2449,3.0,1111610900
2654,3462,3.5,1450733680
2654,5872,3.5,1224861371
2656,3897,4.5,1085470841
2659,2028,5.0,990382268
2660,82459,3.0,1303245464
2664,198,3.0,838913893
2668,902,5.0,943883169
2671,2105,1.0,1307505161
2683,2669,3.0,1011744929
2691,94,1.0,893619750
2705,500,4.0,835568326
2708,2918,3.5,1078074429
2711,1061,3.0,857214832
2733,4002,3.5,1108434010
2733,35836,5.0,1128734074
2749,3054,2.0,1187826449
2749,4158,4.0,1187826444
2750,4226,4.0,1192557332
2751,1186,4.0,945668144
2763,6460,4.0,989536835
2770,2137,1.0,1262905532
2770,8360,1.0,1262905447
2780,88140,4.0,1447847827
2783,1097,3.0,959120099
2787,1265,4.0,1122396154
2791,112852,1.0,1446951956
2801,81562,4.0,1438398517
2805,87869,4.5,1377717274
2806,780,2.0,1047231596
2806,2795,4.0,1047231353
2811,153,3.0,842134047
2824,2731,4.0,1148661730
2830,543,2.0,1112566109
2835,1784,5.0,1122202502
2843,587,3.0,916665727
2847,1917,3.0,1194931811
2847,2881,2.5,1194740115
2848,1653,5.0,1311581403
2848,48043,3.5,1311580178
2853,333,3.0,832268607
2863,3789,4.0,1076016224
2871,141,4.0,861812126
2876,4553,4.0,1043705950
2878,1234,3.0,1000405892
2885,4437,4.5,1186425274
2885,55995,3.5,1196087242
2895,1036,3.0,998711250
2901,356,4.0,1139722352
2915,48877,4.5,1330203731
2917,25,3.0,840484061
2924,72386,4.5,1468212322
2943,2394,5.0,941485360
2946,593,5.0,850883939
2958,1682,3.0,938877268
2958,2712,3.0,938875786
2965,80797,3.0,1317148366
2974,4014,4.0,1461472727
2974,43396,4.5,1461472968
2975,1591,2.5,1170625735
2977,1608,5.0,879426240
2979,296,4.0,828740562
2981,562,4.0,902035305
2981,1265,4.0,902035522
2982,110,3.0,968184222
2995,3481,5.0,1033330752
2995,6473,4.0,1055794653
2998,357,4.0,1096102978
2998,899,4.5,1095891137
2998,1380,1.5,1095889806
2999,432,2.0,835096033
3011,2302,3.0,953046312
3021,2485,2.0,963503045
3023,296,5.0,1183508478
3025,1196,4.0,985401034
3030,1230,3.5,1490659440
3054,102445,4.0,1380136426
3054,157561,3.5,1497083746
3075,5299,4.0,1494211164
3083,457,3.0,847360749
3084,1183,3.0,902954475
3087,3471,3.0,1447256065
3114,593,4.5,1089739596
3116,42004,4.0,1164074605
3119,1466,4.0,1222276741
3140,4580,2.5,1268292074
3142,253,3.5,1241963917
3142,1222,3.0,1241960855
3148,166528,4.5,1482711744
3152,24,2.0,955658706
3152,914,4.0,955661076
3152,1356,4.0,955658650
3152,2349,2.0,955660624
3163,367,2.0,833088388
3166,2012,5.0,1111688977
3168,318,5.0,1120094454
3176,802,4.0,1102393036
3177,5903,4.0,1096009600
3189,2762,3.0,943800357
3204,608,4.0,1211517168
3222,5388,3.0,1130370612
3222,27820,4.0,1130305651
3248,368,3.0,953955004
3254,595,2.0,1133355828
3254,3910,4.0,1133356466
3257,92643,5.0,1360256278
3257,97921,4.0,1365264128
3262,79132,4.5,1338603892
3266,912,5.0,1429671806
3266,33615,1.5,1429673073
3286,357,5.0,947112823
3301,30707,4.5,1138646752
3314,2951,4.0,1116948404
3316,6584,3.0,1461102776
3316,7375,3.0,1461103378
3316,146604,3.0,1461099065
3322,2641,3.5,1191506398
3330,32,5.0,994406017
3338,25868,0.5,1238264981
3340,1380,2.0,1111477356
3341,608,5.0,837370835
3352,6502,4.0,1363971322
3358,1449,4.0,925387444
3361,903,4.5,1201563831
3361,1270,3.5,1201563169
3369,4128,2.0,1494708062
3371,72998,3.0,1465316767
3385,1221,4.5,1085688432
3400,2951,4.0,1345007278
3405,2067,5.0,938819818
3412,3994,3.0,1060989949
3437,5,3.5,1169503235
3437,275,2.5,1169563218
3437,1186,3.0,1170021083
3437,1748,4.5,1169503457
3437,2111,2.5,1170023856
3437,3785,4.0,1169505694
3437,4533,3.0,1169511165
3437,6238,2.0,1170116865
3437,6811,3.5,1169560721
3437,6992,2.5,1169593708
3446,913,4.0,949184467
3446,1594,3.0,949184076
3446,2571,5.0,949185241
3452,593,4.5,1119064176
3464,1214,5.0,884267934
3473,350,4.0,835858167
3473,376,3.0,835858684
3477,3098,4.0,993234545
3479,122918,4.0,1498833976
3481,22,3.0,831557893
3482,1288,5.0,1227890394
3506,4718,3.5,1347268130
3510,2001,1.5,1113925462
3515,750,4.0,951522647
3519,54286,5.0,1439774542
3529,111781,3.0,1486446103
3533,4720,3.0,1172197185
3535,858,3.0,1039120898
3539,1394,3.5,1319091715
3539,2581,2.5,1322194341
3545,47,5.0,840406685
3553,4080,3.0,987382568
3553,5444,4.0,1044150952
3557,5528,5.0,1424668511
3558,590,4.0,840412259
3567,1625,4.0,875391516
3584,1073,5.0,845402988
3586,7444,3.5,1100921003
3614,288,4.0,839630428
3626,1517,4.0,1009100330
3631,1968,4.0,1105956688
3632,349,3.0,846840545
3634,2011,3.0,990051150
3656,3698,1.5,1086453040
3657,673,3.0,852407787
3658,1258,3.0,854271104
3659,61465,4.0,1289411239
3664,673,4.0,848932062
3673,468,3.0,1048539151
3673,2671,3.5,1280407044
3673,8861,3.0,1097519444
3675,990,3.0,864774656
3694,1088,2.5,1067545781
3694,1655,1.5,1067545437
3694,1889,3.0,1067547367
3694,91529,2.5,1405548559
3705,3101,1.5,1222529623
3712,585,1.0,841230357
3718,292,3.5,1225244547
3721,3996,4.5,1136199596
3723,1230,4.0,975192257
3726,1732,3.5,1362178821
3728,1584,4.0,979781612
3728,3897,5.0,992581953
3736,1270,4.0,1191292837
3737,1429,4.5,1208847298
3740,60069,4.5,1325469662
3761,60126,1.0,1460920336
3762,3418,3.5,1098271897
3767,380,4.5,1359325523
3767,442,4.0,1359327508
3767,653,3.5,1359412787
3767,2100,3.5,1359414753
3767,2359,3.5,1359415932
3767,2987,4.0,1359326974
3767,86059,3.5,1359327318
3770,1573,4.0,1042896681
3771,1101,4.0,941557460
3771,7698,4.5,1127240810
3777,1183,1.5,1484259987
3778,2315,2.0,976644219
3778,2377,3.0,976643963
3778,3060,3.0,976647730
3780,994,4.0,951790527
3780,3456,4.0,981343188
3780,4535,3.5,1127441822
3780,56949,2.5,1331216259
3785,1284,4.0,957914988
3787,51372,0.5,1310755634
3792,6186,2.0,1046106675
3794,5349,2.0,1448191458
3797,1954,4.0,1335743955
3797,2006,3.0,1054943813
3797,7147,5.0,1336169225
3820,158,5.0,945820705
3837,319,2.5,1298296460
3857,780,4.0,851000397
3864,3273,2.5,1200191578
3892,1968,4.0,1338106785
3892,48394,4.0,1338101831
3900,4386,3.0,995793572
3910,4406,4.0,1465031204
3912,590,3.0,832941921
3928,6754,3.0,1468163973
3930,7317,3.0,1448117294
3930,50872,3.5,1447359523
3945,380,3.0,846618583
3948,6890,2.5,1189493361
3948,7327,4.0,1198814852
3950,600,2.0,945370370
3950,2383,1.0,961777553
3955,1994,2.0,943192315
3960,47,4.0,1172263688
3972,296,5.0,832325761
3973,1197,5.0,951327924
3982,50872,4.0,1487522061
3984,1035,4.5,1160437484
3989,913,5.0,1121119666
3989,3679,4.5,1121119662
4015,56152,3.5,1449202217
4016,839,1.0,954040909
4022,1961,5.0,1193748895
4022,32587,3.0,1193748715
4023,6811,3.5,1108520647
4024,2616,2.0,943960492
4051,3552,3.5,1111597271
4058,1500,3.5,1135649614
4066,348,2.0,859107700
4069,33794,3.5,1185321221
4070,380,4.0,1111478234
4073,729,5.0,1003011896
4078,1732,4.0,1281627144
4084,434,3.0,945160067
4084,1619,5.0,945159732
4095,3767,2.0,1416758840
4095,4720,3.0,1303007889
4095,5248,2.0,1416759907
4095,8622,3.0,1303008531
4095,54995,3.0,1416758956
4098,1380,2.0,1454436312
4100,109487,4.0,1442869717
4117,1252,4.0,1315617526
4125,866,3.0,994948467
4125,1645,3.0,994948690
4135,8360,3.0,1490236932
4143,2174,4.0,1175708064
4154,51024,4.5,1494364214
4156,1197,2.5,1118166075
4157,63479,2.5,1459424827
4157,103085,2.0,1459408452
4160,2709,2.0,943122606
4160,3445,3.0,994205257
4160,66097,4.5,1235524037
4166,596,4.0,850431920
4168,2529,2.5,1185420988
4168,3175,4.0,1185420865
4187,293,3.0,832970384
4190,300,4.0,847290414
4196,69844,4.0,1248828082
4200,4571,4.0,1154207890
4200,6185,4.0,1154552803
4219,2581,5.0,949259454
4223,830,1.0,858850643
4227,23,4.0,845559150
4229,84847,4.5,1319728893
4233,1198,4.5,1217407838
4236,539,4.5,1097793970
4236,920,4.0,976506503
4246,1252,4.5,1465492245
4246,103984,5.0,1468159827
4264,1729,5.0,1277526805
4266,1265,5.0,1227755251
4269,1016,4.0,1002188120
4276,2355,4.0,1489973884
4276,2628,3.0,1489754855
4276,50872,4.0,1489975922
4279,2724,3.5,1084364349
4290,474,3.0,845454008
4292,260,4.0,991710306
4293,1196,3.5,1421899326
4294,34150,4.0,1121182811
4295,6365,4.5,1160555272
4302,6796,4.5,1237605670
4305,2002,1.0,1424085690
4305,4306,4.0,1423497261
4313,185,4.0,838127006
4317,1387,3.5,1055425613
4323,1320,4.0,941461633
4323,4605,3.0,1084281382
4323,4734,4.0,1016202143
4327,3949,4.0,1483381957
4331,778,4.0,854035837
4334,474,3.0,945184538
4334,1233,5.0,945184350
4334,1748,4.0,945368620
4341,1136,3.0,946958126
4344,2288,4.5,1351689501
4344,6365,2.0,1351690343
4344,6857,4.0,1351690843
4345,374,2.5,1436971235
4345,4025,3.5,1437055871
4351,48696,4.5,1239289180
4351,69251,3.0,1252344722
4351,122920,3.5,1474223866
4362,2136,4.0,953449561
4372,1959,4.0,945121254
4375,136020,3.5,1459431030
4384,7073,3.5,1153773791
4387,6754,3.5,1445030739
4387,38867,3.0,1445030790
4387,82527,4.0,1445030829
4387,106102,3.0,1445030779
4387,106491,2.5,1445030847
4387,106540,3.0,1445030817
4387,143472,3.0,1445030808
4389,61,5.0,844840342
4399,527,5.0,959630517
4407,3793,3.5,1086626850
4426,2379,2.0,1093545084
4427,1,4.0,1177940827
4427,4025,3.5,1177953150
4427,6378,4.0,1177942208
4434,4848,5.0,1472447047
4434,8879,5.0,1488897366
4436,4896,3.0,1200297956
4441,288,3.0,1111508427
4442,593,4.5,1256594272
4444,37727,5.0,1349249736
4447,4105,5.0,1467968709
4452,49272,3.0,1444354629
4453,8622,4.5,1107552364
4455,48516,4.0,1213385000
4456,88810,3.5,1491344269
4477,725,3.0,860577668
4485,96110,3.5,1435305001
4493,47629,3.5,1329541992
4493,60074,1.5,1329547583
4493,68954,3.0,1322984124
4496,7022,3.5,1432074350
4496,91673,3.0,1432074328
4513,1645,3.5,1441324614
4513,84954,4.0,1441149909
4514,1653,4.0,1110403463
4532,879,2.0,965966257
4540,4641,3.0,1159279453
4540,8641,4.0,1182611309
4540,8866,2.0,1170884993
4540,31424,3.5,1406755637
4540,122892,4.0,1441458683
4551,2724,5.0,1414429033
4557,8665,5.0,1434072453
4561,1024,4.0,955054216
4566,14,2.0,974781153
4570,2987,3.0,1043179639
4570,4351,3.5,1053298571
4581,344,3.0,839673551
4581,457,4.0,839673637
4590,57353,5.0,1294363197
4596,344,3.0,847140056
4598,3949,3.5,1440372981
4611,7361,5.0,1305660299
4627,8957,3.5,1111543259
4629,2571,4.0,993018581
4651,73344,4.5,1306323115
4655,1193,4.0,1456594050
4666,3844,3.0,1063427315
4670,589,4.5,1166851755
4687,68319,5.0,1345424616
4689,2021,3.0,1242892925
4692,1292,2.0,938844997
4722,2726,0.5,1454789941
4725,6711,4.5,1121722947
4729,1784,4.0,989541785
4739,45722,5.0,1258077666
4740,36,3.0,833974870
4743,2502,4.0,1336925772
4744,902,4.0,1461376941
4744,63859,2.5,1461376775
4744,103980,4.0,1461457669
4749,2199,3.0,913311122
4777,407,3.0,979539005
4777,2115,4.0,923680185
4785,1615,3.5,1113015053
4785,3033,4.5,1173176343
4785,8636,4.5,1173176283
4798,1291,3.0,879351294
4798,1344,4.0,879351294
4831,1883,5.0,972662460
4831,2409,1.0,972658413
4841,546,3.0,1229629036
4844,852,4.0,966973430
4844,2858,4.0,991275034
4844,5617,5.0,1050973433
4853,5004,3.0,1074989509
4854,8360,3.0,1443683081
4856,279,3.0,840633188
4860,2171,4.0,951769759
4861,4979,5.0,1253471794
4862,1617,4.0,942852091
4877,2858,3.0,1485809417
4904,1552,4.0,1371344988
4912,118,1.0,852648539
4916,110,4.0,1435579549
4916,3421,3.5,1435514126
4916,3578,4.0,1435543480
4916,6333,4.0,1435517852
4916,57528,4.0,1435517434
4916,78266,2.5,1435467480
4916,80846,3.5,1435460013
4916,105844,3.5,1435581525
4917,6711,3.5,1300389979
4929,2641,3.0,996719301
4930,34,3.0,837344751
4932,1027,2.5,1280251241
4932,1089,3.0,1277713178
4932,33615,2.0,1277884584
4937,1985,1.5,1103827898
4956,2376,3.5,1118156036
4956,3977,0.5,1118153957
4961,3969,4.0,993834756
4964,836,2.5,1161407279
4964,3979,2.0,1121807983
4964,8957,5.0,1169883282
4964,46578,3.5,1166656170
4975,500,4.5,1104694939
4987,4720,4.5,1455150384
4989,292,4.0,1175082728
5002,6377,4.5,1421682152
5009,332,4.0,850593945
5028,1346,2.0,946320697
5036,62,3.0,1022548935
5037,54286,4.5,1254823992
5087,2929,4.0,975564625
5102,1777,4.0,940189038
5102,5483,3.0,1074632299
5115,69844,3.5,1446631430
5115,91325,4.5,1446632471
5118,35836,5.0,1199231438
5126,3265,4.0,967865378
5127,6743,3.5,1234652628
5131,1396,4.0,1099395167
5135,953,3.0,943963464
5146,63082,4.5,1391781974
